'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:57:20.648 10/08/2055]',12.503,5.861,28.132,13.675,0.000,75.409,-1.563,-11.722,0.000,0.000,12.894,-1.954,0.000,41.026,34.383,-20.317,3.126,0.000,-15.629,91.819,-20.708,3.516,0.000,-28.132,-5.861,24.225,39.072,-20.708
'[17:57:20.652 10/08/2055]',15.238,0.000,20.708,16.020,0.000,76.581,-7.424,-16.410,1.563,0.000,12.112,-4.689,0.000,47.668,28.523,-25.788,0.000,0.000,-8.205,85.568,-33.602,6.642,0.000,-20.708,-3.126,13.675,46.496,-33.602
'[17:57:20.656 10/08/2055]',-20.708,-10.549,14.457,12.503,0.000,42.198,-18.364,-19.927,-6.252,0.000,8.596,-5.470,0.000,50.403,23.443,-27.350,-8.987,0.000,1.563,77.363,-43.761,1.954,0.000,-14.457,0.781,16.410,47.277,-43.761
'[17:57:20.660 10/08/2055]',-60.171,-16.801,15.238,9.377,0.000,2.735,-25.397,-18.755,-9.377,0.000,2.344,-4.298,0.000,46.105,16.410,-24.225,-22.271,0.000,2.735,94.554,-73.455,-7.033,0.000,-15.238,2.735,24.225,66.032,-73.455
'[17:57:20.664 10/08/2055]',-57.045,-27.741,12.503,11.331,0.000,-5.470,-23.834,-21.880,-7.033,0.000,0.000,-5.079,0.000,39.463,10.549,-23.834,-30.085,0.000,-4.298,45.714,-33.993,-10.159,0.000,-12.503,10.549,25.006,17.582,-33.993
'[17:57:20.668 10/08/2055]',-57.045,-34.383,16.020,2.735,0.000,-1.954,-33.993,-23.053,-12.503,0.000,-1.172,-5.079,0.000,13.284,7.424,-20.708,-39.072,0.000,-26.960,27.741,-21.880,-17.582,0.000,-16.020,13.675,17.192,13.675,-21.880
'[17:57:20.672 10/08/2055]',-58.999,-43.370,13.675,4.689,0.000,-14.066,-33.993,-22.662,-10.940,0.000,-5.470,-3.126,0.000,-18.364,12.894,-15.238,-33.602,0.000,-51.575,20.317,-7.033,-16.410,0.000,-13.675,19.145,5.470,19.145,-7.033
'[17:57:20.676 10/08/2055]',-73.846,-49.621,9.377,15.238,0.000,-27.741,-41.807,-23.053,-3.516,0.000,-7.814,0.000,0.000,-63.687,15.629,-9.768,-16.410,0.000,-90.647,6.252,11.722,-2.735,0.000,-9.377,23.443,8.205,7.033,11.722
'[17:57:20.680 10/08/2055]',-101.197,-47.668,1.563,8.987,0.000,-57.827,-45.714,-22.271,-9.768,0.000,-7.033,3.907,0.000,-108.230,17.973,-5.861,-13.675,0.000,-120.342,1.172,8.596,-1.172,0.000,-1.563,19.145,9.377,10.940,8.596
'[17:57:20.684 10/08/2055]',-135.971,-56.654,0.391,15.238,0.000,-106.276,-42.979,-18.755,-6.642,0.000,-11.722,11.331,0.000,-124.640,17.582,0.391,-8.987,0.000,-123.077,-1.954,3.907,5.079,0.000,-0.391,26.960,5.861,13.284,3.907
'[17:57:20.688 10/08/2055]',-148.474,-68.767,20.317,20.317,0.000,-123.858,-37.118,-14.847,1.954,0.000,-17.192,17.582,0.000,-105.885,3.516,5.079,-8.596,0.000,-111.746,-10.159,14.066,1.954,0.000,-20.317,29.695,14.457,6.252,14.066
'[17:57:20.691 10/08/2055]',-136.361,-69.939,30.867,18.755,0.000,-112.137,-37.118,-12.503,7.033,0.000,-24.225,20.708,0.000,-85.177,-7.033,8.596,-14.066,0.000,-96.899,-20.317,23.053,-4.298,0.000,-30.867,28.523,10.159,0.781,23.053
'[17:57:20.695 10/08/2055]',-135.580,-75.018,29.304,15.629,0.000,-105.885,-45.324,-15.629,4.298,0.000,-35.165,21.490,0.000,-49.621,-13.284,12.894,-22.662,0.000,-60.952,-22.271,25.006,-14.457,0.000,-29.304,30.476,3.516,7.033,25.006
'[17:57:20.699 10/08/2055]',-96.117,-66.032,42.979,5.861,0.000,-53.529,-49.231,-10.549,2.344,0.000,-43.761,23.834,0.000,-42.589,-9.377,21.099,-32.430,0.000,-48.840,-20.317,32.821,-26.960,0.000,-42.979,25.397,9.768,8.205,32.821
'[17:57:20.703 10/08/2055]',-89.866,-64.078,41.807,4.298,0.000,-50.012,-50.403,-6.252,1.563,0.000,-46.886,27.350,0.000,-88.303,-9.377,30.085,-32.430,0.000,-91.429,-25.788,44.151,-28.132,0.000,-41.807,26.178,3.126,2.344,44.151
'[17:57:20.707 10/08/2055]',-113.700,-66.032,37.118,4.298,0.000,-83.223,-50.794,1.172,-2.735,0.000,-43.761,32.821,0.000,-142.222,0.391,38.681,-17.582,0.000,-129.328,-28.132,50.794,-14.066,0.000,-37.118,27.350,-0.781,5.470,50.794
'[17:57:20.711 10/08/2055]',-137.924,-63.297,52.357,3.126,0.000,-125.031,-33.211,14.847,0.000,0.000,-43.370,40.244,0.000,-141.441,0.781,45.324,-5.861,0.000,-121.905,-28.913,58.217,-7.814,0.000,-52.357,25.788,3.516,5.470,58.217
'[17:57:20.715 10/08/2055]',-159.414,-68.767,77.363,9.377,0.000,-159.414,-21.880,27.350,13.675,0.000,-41.807,43.761,0.000,-132.454,-7.424,42.198,5.079,0.000,-132.454,-21.099,58.999,2.344,0.000,-77.363,29.304,0.781,7.814,58.999
'[17:57:20.719 10/08/2055]',-170.354,-69.158,81.661,14.847,0.000,-171.917,-19.536,30.085,19.927,0.000,-35.556,40.244,0.000,-105.495,-12.503,35.946,-1.563,0.000,-112.527,-18.755,54.701,-6.642,0.000,-81.661,31.258,0.391,11.722,54.701
'[17:57:20.723 10/08/2055]',-161.758,-61.343,91.429,11.331,0.000,-146.911,-19.536,26.569,19.536,0.000,-34.774,37.118,0.000,-78.535,-11.331,30.085,-4.298,0.000,-84.005,-10.159,43.370,-13.675,0.000,-91.429,28.913,8.987,23.443,43.370
'[17:57:20.727 10/08/2055]',-111.355,-64.078,99.243,12.503,0.000,-89.866,-25.397,23.443,27.350,0.000,-38.681,30.867,0.000,-95.336,-10.940,23.443,-4.298,0.000,-101.587,-30.476,64.860,-19.536,0.000,-99.243,30.867,11.331,1.954,64.860
'[17:57:20.730 10/08/2055]',-101.197,-62.125,87.521,3.126,0.000,-75.018,-29.695,15.238,17.582,0.000,-42.198,22.271,0.000,-108.620,-12.894,15.238,-8.987,0.000,-111.746,-44.933,73.065,-31.648,0.000,-87.521,29.304,17.192,-10.549,73.065
'[17:57:20.734 10/08/2055]',-119.170,-58.608,89.475,-3.907,0.000,-97.289,-26.178,12.894,16.801,0.000,-41.807,17.582,0.000,-107.839,-14.457,12.503,1.172,0.000,-109.792,-51.575,84.396,-31.648,0.000,-89.475,29.304,6.252,-5.861,84.396
'[17:57:20.738 10/08/2055]',-120.342,-56.264,97.289,1.172,0.000,-107.448,-20.708,13.284,36.728,0.000,-46.886,14.457,0.000,-93.382,-23.834,7.033,22.662,0.000,-105.104,-58.217,100.806,-23.053,0.000,-97.289,29.695,0.000,-10.159,100.806
'[17:57:20.742 10/08/2055]',-109.792,-60.171,93.382,-9.377,0.000,-109.011,-21.490,9.768,33.993,0.000,-48.449,3.907,0.000,-79.707,-32.430,2.735,19.145,0.000,-96.117,-50.403,85.568,-28.913,0.000,-93.382,37.900,-1.172,-10.159,85.568
'[17:57:20.746 10/08/2055]',-115.653,-57.045,99.634,-17.582,0.000,-111.355,-25.397,7.033,38.291,0.000,-47.668,0.000,0.000,-76.190,-33.602,3.907,23.443,0.000,-87.912,-45.324,85.958,-33.211,0.000,-99.634,43.370,-6.642,0.781,85.958
'[17:57:20.750 10/08/2055]',-115.653,-60.171,108.620,-18.364,0.000,-113.309,-26.178,4.298,49.621,0.000,-49.621,-3.126,0.000,-90.647,-29.695,8.205,28.132,0.000,-92.601,-38.291,85.568,-37.118,0.000,-108.620,46.105,3.516,5.079,85.568
'[17:57:20.754 10/08/2055]',-109.011,-62.515,97.289,-25.006,0.000,-112.137,-33.211,-3.126,49.621,0.000,-51.966,-6.642,0.000,-113.309,-29.695,10.549,25.788,0.000,-104.322,-34.774,81.661,-47.668,0.000,-97.289,53.919,4.298,1.563,81.661
'[17:57:20.758 10/08/2055]',-139.096,-56.654,91.429,-36.728,0.000,-146.129,-32.430,-8.987,46.886,0.000,-49.621,-8.987,0.000,-142.613,-28.132,13.284,23.443,0.000,-116.044,-41.807,86.740,-61.734,0.000,-91.429,54.310,10.159,-3.126,86.740
'[17:57:20.762 10/08/2055]',-144.957,-55.482,87.521,-42.589,0.000,-161.368,-27.741,-13.284,47.277,0.000,-45.714,-11.722,0.000,-148.864,-27.741,16.410,21.490,0.000,-103.932,-55.873,94.554,-71.502,0.000,-87.521,53.529,27.741,-18.755,94.554
'[17:57:20.766 10/08/2055]',-136.361,-55.873,72.674,-46.105,0.000,-160.977,-29.304,-18.364,43.370,0.000,-43.761,-14.847,0.000,-146.129,-25.788,17.973,23.053,0.000,-86.740,-63.687,92.991,-72.283,0.000,-72.674,58.217,37.118,-33.602,92.991
'[17:57:20.770 10/08/2055]',-119.951,-51.966,67.595,-57.045,0.000,-146.911,-26.178,-20.317,31.648,0.000,-38.291,-19.536,0.000,-131.282,-22.662,18.755,12.503,0.000,-64.469,-57.045,80.098,-80.879,0.000,-67.595,59.389,49.231,-32.821,80.098
'[17:57:20.773 10/08/2055]',-93.773,-45.714,71.502,-66.813,0.000,-117.216,-21.490,-14.847,19.536,0.000,-30.085,-20.317,0.000,-96.117,-17.582,23.834,-4.298,0.000,-41.807,-40.635,81.661,-92.991,0.000,-71.502,57.045,37.900,-16.410,81.661
'[17:57:20.777 10/08/2055]',-77.363,-35.556,70.720,-57.436,0.000,-92.601,-17.582,-10.940,21.490,0.000,-20.317,-16.410,0.000,-80.098,-6.642,31.648,-0.781,0.000,-39.072,-11.722,82.442,-87.131,0.000,-70.720,53.138,29.304,2.735,82.442
'[17:57:20.781 10/08/2055]',-63.297,-22.271,71.893,-63.297,0.000,-73.846,-10.549,-4.298,11.722,0.000,-13.284,-11.722,0.000,-76.581,0.781,38.681,-9.768,0.000,-43.370,14.457,75.409,-93.773,0.000,-71.893,48.449,27.741,19.927,75.409
'[17:57:20.785 10/08/2055]',-57.827,-14.847,69.939,-64.860,0.000,-71.502,-1.563,1.563,3.907,0.000,-0.781,-6.642,0.000,-65.250,7.033,44.542,-11.722,0.000,-32.430,-9.768,109.792,-91.819,0.000,-69.939,47.277,21.099,-5.470,109.792
'[17:57:20.789 10/08/2055]',-48.449,-7.033,74.237,-64.860,0.000,-61.343,6.642,7.814,0.000,0.000,7.033,-1.563,0.000,-66.032,13.284,50.403,-17.582,0.000,-30.476,-10.940,114.872,-91.819,0.000,-74.237,44.542,25.397,-9.768,114.872
'[17:57:20.793 10/08/2055]',-20.708,0.000,74.628,-57.436,0.000,-33.993,16.020,11.331,1.954,0.000,8.987,2.344,0.000,-48.449,17.192,53.529,-15.238,0.000,-6.642,-16.020,114.481,-83.614,0.000,-74.628,44.151,32.039,-23.443,114.481
'[17:57:20.797 10/08/2055]',-9.768,1.563,72.283,-54.310,0.000,-28.132,25.788,13.284,-1.172,0.000,12.894,2.735,0.000,-28.523,24.615,53.919,-24.225,0.000,9.768,-9.768,114.481,-87.912,0.000,-72.283,42.979,24.225,-26.178,114.481
'[17:57:20.801 10/08/2055]',3.126,8.987,64.078,-53.919,0.000,-5.079,26.178,10.159,-8.987,0.000,19.536,1.954,0.000,-14.066,35.165,55.092,-33.211,0.000,17.973,7.033,107.448,-90.647,0.000,-64.078,39.853,0.781,-10.159,107.448
'[17:57:20.805 10/08/2055]',16.410,12.894,65.250,-50.012,0.000,8.596,38.291,11.331,-13.675,0.000,26.178,7.033,0.000,-14.847,50.794,62.515,-25.397,0.000,15.629,24.615,116.435,-83.614,0.000,-65.250,37.509,-12.503,-0.391,116.435
'[17:57:20.809 10/08/2055]',42.979,16.020,58.217,-38.681,0.000,33.602,47.668,14.847,-17.582,0.000,35.556,12.894,0.000,15.238,57.045,66.032,-15.629,0.000,37.118,41.026,114.481,-69.939,0.000,-58.217,39.072,-19.145,0.391,114.481
'[17:57:20.813 10/08/2055]',66.032,19.927,57.827,-28.523,0.000,63.297,49.621,20.317,-17.582,0.000,44.933,19.536,0.000,48.449,53.529,68.767,-5.861,0.000,62.125,40.635,117.607,-55.092,0.000,-57.827,38.681,-27.741,0.391,117.607
'[17:57:20.816 10/08/2055]',101.587,22.662,58.999,-22.271,0.000,96.117,55.873,26.569,-17.582,0.000,44.151,27.741,0.000,74.237,46.496,73.455,0.000,0.000,76.581,44.151,121.123,-47.277,0.000,-58.999,41.807,-43.761,1.563,121.123
'[17:57:20.820 10/08/2055]',134.799,15.629,49.231,0.781,0.000,123.077,64.078,23.443,-8.987,0.000,46.886,32.430,0.000,114.481,42.979,69.939,17.192,0.000,110.183,51.966,110.965,-26.960,0.000,-49.231,46.886,-43.370,-0.781,110.965
'[17:57:20.824 10/08/2055]',130.110,16.020,57.045,-12.503,0.000,126.203,64.078,22.271,-22.271,0.000,47.668,35.946,0.000,134.408,43.761,72.283,20.317,0.000,132.845,50.794,116.044,-27.350,0.000,-57.045,45.324,-48.840,3.516,116.044
'[17:57:20.828 10/08/2055]',142.222,25.788,44.151,-8.987,0.000,137.534,57.827,26.569,-18.364,0.000,45.324,38.291,0.000,134.408,41.807,69.939,18.755,0.000,135.971,42.589,114.090,-25.788,0.000,-44.151,38.681,-52.357,-5.470,114.090
'[17:57:20.832 10/08/2055]',165.275,26.178,41.416,-5.470,0.000,140.659,64.469,36.728,-15.238,0.000,44.933,39.853,0.000,139.096,43.761,67.204,21.099,0.000,145.348,41.416,108.620,-22.271,0.000,-41.416,35.165,-38.291,-18.755,108.620
'[17:57:20.836 10/08/2055]',171.136,29.304,57.045,5.861,0.000,149.646,68.767,44.542,0.000,0.000,48.449,43.370,0.000,150.818,43.761,64.078,31.258,0.000,157.851,41.416,96.117,-3.907,0.000,-57.045,36.728,-40.635,-14.847,96.117
'[17:57:20.840 10/08/2055]',184.420,60.562,31.258,28.132,0.000,178.950,62.515,44.151,19.145,0.000,51.966,39.463,0.000,147.302,42.589,55.092,36.728,0.000,155.507,33.993,91.429,1.954,0.000,-31.258,32.430,-57.827,-16.020,91.429
'[17:57:20.844 10/08/2055]',241.465,38.291,14.847,27.350,0.000,185.201,75.800,41.807,18.755,0.000,52.357,32.821,0.000,150.818,50.794,46.886,40.244,0.000,165.275,39.853,74.628,10.159,0.000,-14.847,35.165,-73.455,-14.457,74.628
'[17:57:20.848 10/08/2055]',337.973,-25.397,10.940,22.662,0.000,194.579,83.223,46.496,20.317,0.000,51.575,26.178,0.000,190.672,52.357,39.072,45.714,0.000,206.691,38.291,70.720,12.112,0.000,-10.940,33.211,-81.661,-8.205,70.720
'[17:57:20.852 10/08/2055]',302.027,16.801,0.000,11.722,0.000,204.737,76.972,35.946,12.894,0.000,50.012,14.457,0.000,205.128,46.105,33.211,42.198,0.000,239.902,8.596,79.707,0.000,0.000,0.000,33.211,-73.455,-26.569,79.707
'[17:57:20.855 10/08/2055]',379.780,-26.960,-16.020,-6.642,0.000,209.035,78.926,37.118,1.563,0.000,47.668,5.079,0.000,233.651,45.324,23.053,30.476,0.000,245.763,33.602,66.032,-10.940,0.000,16.020,21.099,-71.111,-23.834,66.032
'[17:57:20.859 10/08/2055]',364.933,-33.993,5.079,-8.596,0.000,175.043,103.541,48.059,-0.781,0.000,46.496,0.000,0.000,246.545,44.933,15.238,35.165,0.000,268.034,30.476,59.780,-14.066,0.000,-5.079,53.529,-59.389,-29.695,59.780
'[17:57:20.863 10/08/2055]',243.810,66.032,25.006,12.894,0.000,272.723,81.270,-16.020,9.768,0.000,47.277,-11.722,0.000,242.637,42.589,12.112,62.906,0.000,252.405,39.072,54.701,14.066,0.000,-25.006,55.873,-31.648,-31.258,54.701
'[17:57:20.867 10/08/2055]',235.604,84.396,23.053,5.079,0.000,308.669,50.794,-19.145,9.377,0.000,48.840,-18.755,0.000,236.777,46.105,4.298,60.171,0.000,238.730,61.734,32.430,13.675,0.000,-23.053,56.264,-41.416,-12.503,32.430
'[17:57:20.871 10/08/2055]',259.829,80.488,6.252,7.814,0.000,314.921,47.277,-22.271,14.457,0.000,48.840,-25.788,0.000,222.711,43.761,1.563,58.608,0.000,244.982,45.714,28.132,7.033,0.000,-6.252,54.701,-41.026,-22.662,28.132
'[17:57:20.875 10/08/2055]',201.612,130.891,7.033,20.317,0.000,385.250,7.424,-52.747,21.099,0.000,47.668,-35.556,0.000,223.492,34.774,0.781,62.125,0.000,250.061,26.178,30.476,14.066,0.000,-7.033,31.648,-13.284,-28.523,30.476
'[17:57:20.879 10/08/2055]',239.121,102.759,8.205,11.722,0.000,368.449,17.973,-38.681,15.629,0.000,51.966,-35.556,0.000,226.618,34.383,0.000,52.747,0.000,259.438,34.383,22.662,-1.563,0.000,-8.205,32.821,-19.145,-13.284,22.662
'[17:57:20.883 10/08/2055]',275.849,71.111,3.907,20.708,0.000,340.708,38.291,-25.006,18.364,0.000,52.747,-33.602,0.000,222.320,32.430,-0.391,57.436,0.000,262.955,28.523,32.430,-11.331,0.000,-3.907,39.463,-13.284,-18.755,32.430
'[17:57:20.887 10/08/2055]',266.862,67.595,-4.689,46.496,0.000,340.317,44.933,-30.867,22.662,0.000,54.310,-32.821,0.000,222.711,28.913,0.781,76.581,0.000,262.955,27.350,29.695,8.987,0.000,4.689,48.059,-0.391,-23.053,29.695
'[17:57:20.891 10/08/2055]',270.379,66.813,4.689,38.681,0.000,328.987,53.529,-25.006,24.225,0.000,58.608,-28.132,0.000,231.697,30.867,0.391,80.879,0.000,265.299,31.258,26.569,20.708,0.000,-4.689,42.198,-17.192,-8.987,26.569
'[17:57:20.895 10/08/2055]',284.054,57.827,0.391,35.165,0.000,315.311,53.919,-14.847,24.615,0.000,57.045,-26.178,0.000,220.366,33.993,1.172,78.144,0.000,262.955,23.053,27.741,20.317,0.000,-0.391,42.589,-15.629,-17.973,27.741
'[17:57:20.898 10/08/2055]',282.100,74.628,-14.066,44.151,0.000,322.344,54.310,-16.410,27.350,0.000,59.780,-25.788,0.000,217.241,41.026,4.689,80.879,0.000,259.048,18.364,42.979,23.834,0.000,14.066,23.834,-14.457,-18.364,42.979
'[17:57:20.902 10/08/2055]',273.504,89.084,12.894,38.681,0.000,333.675,59.780,-10.549,33.602,0.000,66.813,-22.271,0.000,217.241,47.668,5.470,75.800,0.000,258.266,21.099,30.085,37.900,0.000,-12.894,8.596,-9.768,-6.252,30.085
'[17:57:20.906 10/08/2055]',270.769,85.177,30.476,33.993,0.000,324.689,64.078,-0.781,33.602,0.000,73.455,-17.973,0.000,198.486,55.092,9.768,68.376,0.000,246.154,21.490,34.774,29.304,0.000,-30.476,4.689,1.172,-4.298,34.774
'[17:57:20.910 10/08/2055]',271.160,80.098,22.271,45.324,0.000,319.219,62.906,1.172,36.337,0.000,76.190,-14.847,0.000,196.923,58.999,12.503,59.780,0.000,247.717,19.927,38.681,23.443,0.000,-22.271,8.596,-0.781,-8.987,38.681
'[17:57:20.914 10/08/2055]',257.094,73.455,24.615,48.840,0.000,304.762,59.780,4.689,35.165,0.000,81.661,-12.894,0.000,201.221,60.562,14.847,48.449,0.000,251.233,18.755,31.258,24.615,0.000,-24.615,7.424,7.033,-10.549,31.258
'[17:57:20.918 10/08/2055]',242.637,64.860,23.834,37.900,0.000,284.835,55.482,2.735,26.178,0.000,85.568,-9.768,0.000,198.095,60.952,14.457,52.357,0.000,256.313,3.516,29.695,36.337,0.000,-23.834,10.159,-0.781,-8.987,29.695
'[17:57:20.922 10/08/2055]',232.869,59.389,11.331,33.993,0.000,271.941,51.966,-0.391,15.238,0.000,81.270,-9.377,0.000,172.308,63.297,14.457,40.635,0.000,235.995,-2.735,33.211,25.788,0.000,-11.331,11.722,0.000,-10.940,33.211
'[17:57:20.926 10/08/2055]',222.711,55.482,3.126,32.821,0.000,262.173,48.059,-2.344,7.033,0.000,76.972,-8.596,0.000,178.559,55.873,13.284,31.648,0.000,234.432,-4.298,24.615,25.788,0.000,-3.126,8.205,13.675,-15.629,24.615
'[17:57:20.930 10/08/2055]',205.910,45.714,12.503,14.066,0.000,244.591,43.370,0.000,-8.205,0.000,70.720,-7.424,0.000,184.029,42.589,14.847,24.225,0.000,229.744,-5.470,16.020,26.960,0.000,-12.503,8.205,22.271,-12.503,16.020
'[17:57:20.934 10/08/2055]',191.844,46.105,21.099,24.615,0.000,236.777,40.635,3.516,3.126,0.000,64.469,-1.954,0.000,175.824,33.993,21.490,12.503,0.000,210.989,-4.298,35.946,2.735,0.000,-21.099,0.391,27.350,-7.814,35.946
'[17:57:20.938 10/08/2055]',177.778,39.072,12.503,34.383,0.000,222.711,31.258,3.907,7.033,0.000,55.873,0.000,0.000,195.360,22.271,26.178,12.112,0.000,215.678,-6.642,43.761,5.079,0.000,-12.503,2.344,20.317,-6.252,43.761
'[17:57:20.941 10/08/2055]',153.553,24.615,28.913,37.509,0.000,202.393,21.880,10.159,11.722,0.000,52.357,3.126,0.000,202.393,13.284,29.695,22.662,0.000,207.473,-8.205,47.277,23.053,0.000,-28.913,5.079,20.317,-1.954,47.277
'[17:57:20.945 10/08/2055]',144.957,32.039,32.039,49.231,0.000,191.453,18.755,15.629,33.211,0.000,46.886,8.205,0.000,187.546,8.987,30.867,26.960,0.000,184.420,-18.364,57.045,33.602,0.000,-32.039,-7.424,-9.768,14.457,57.045
'[17:57:20.949 10/08/2055]',120.733,22.271,33.211,41.416,0.000,160.586,10.549,20.708,26.569,0.000,36.728,8.596,0.000,168.400,8.205,30.867,25.006,0.000,158.632,-23.443,61.734,36.728,0.000,-33.211,-7.814,-10.159,10.549,61.734
'[17:57:20.953 10/08/2055]',95.726,21.880,40.244,34.383,0.000,136.361,4.689,25.788,25.397,0.000,29.304,9.768,0.000,143.004,2.735,27.350,23.443,0.000,129.719,-26.960,49.621,45.324,0.000,-40.244,-15.238,-9.377,16.801,49.621
'[17:57:20.957 10/08/2055]',76.972,19.536,39.072,36.337,0.000,113.309,1.172,27.741,30.867,0.000,26.569,10.549,0.000,112.527,0.391,24.615,10.549,0.000,101.587,-32.430,49.231,30.867,0.000,-39.072,-19.927,-8.596,18.364,49.231
'[17:57:20.961 10/08/2055]',46.105,14.847,55.873,28.523,0.000,80.488,-0.781,36.728,30.085,0.000,20.317,13.675,0.000,84.396,-1.563,25.397,14.066,0.000,75.800,-35.556,51.966,30.476,0.000,-55.873,-26.569,7.424,16.801,51.966
'[17:57:20.965 10/08/2055]',23.443,3.907,50.794,49.231,0.000,53.529,-3.907,37.509,41.807,0.000,14.847,17.973,0.000,63.297,-5.861,22.271,32.430,0.000,55.873,-34.383,36.728,54.310,0.000,-50.794,-19.927,15.629,16.020,36.728
'[17:57:20.969 10/08/2055]',4.298,-0.391,55.482,41.026,0.000,28.523,-4.298,38.681,38.291,0.000,14.847,19.145,0.000,40.635,-7.814,18.364,28.132,0.000,37.900,-37.509,28.913,50.012,0.000,-55.482,-25.006,11.331,27.741,28.913
'[17:57:20.973 10/08/2055]',-13.675,-18.364,64.860,28.913,0.000,-1.172,-11.331,41.807,32.821,0.000,8.205,19.536,0.000,8.596,-12.112,14.847,32.430,0.000,10.159,-59.780,37.900,56.264,0.000,-64.860,-17.192,-13.284,28.913,37.900
'[17:57:20.977 10/08/2055]',-35.946,-30.476,39.072,30.867,0.000,-30.476,-24.225,32.821,25.397,0.000,-3.907,11.722,0.000,-21.099,-17.582,6.642,29.695,0.000,-8.987,-70.720,19.145,58.999,0.000,-39.072,-13.675,-5.470,13.675,19.145
'[17:57:20.980 10/08/2055]',-55.092,-40.635,44.933,11.331,0.000,-51.966,-34.383,28.523,19.145,0.000,-9.377,5.079,0.000,-46.496,-25.006,3.516,14.847,0.000,-28.913,-67.595,3.126,40.635,0.000,-44.933,-17.973,-11.722,30.867,3.126
'[17:57:20.984 10/08/2055]',-74.237,-58.608,46.105,10.940,0.000,-73.846,-44.933,23.443,20.317,0.000,-15.238,-0.391,0.000,-74.237,-35.556,1.563,10.159,0.000,-55.873,-72.283,-3.516,34.383,0.000,-46.105,-11.331,-14.066,32.821,-3.516
'[17:57:20.988 10/08/2055]',-92.991,-63.687,38.681,13.284,0.000,-95.726,-50.403,17.192,23.834,0.000,-24.615,-5.079,0.000,-94.945,-43.761,1.172,12.503,0.000,-71.111,-64.078,-23.443,35.165,0.000,-38.681,-9.377,0.781,28.913,-23.443
'[17:57:20.992 10/08/2055]',-103.932,-64.469,49.231,10.549,0.000,-106.276,-48.449,12.112,33.993,0.000,-28.132,-7.814,0.000,-106.276,-48.840,-0.781,16.410,0.000,-80.488,-39.072,-52.747,33.602,0.000,-49.231,-19.145,6.252,57.436,-52.747
'[17:57:20.996 10/08/2055]',-113.309,-75.800,38.291,7.814,0.000,-123.858,-51.575,0.391,32.039,0.000,-30.867,-16.020,0.000,-128.547,-53.529,-7.033,16.020,0.000,-98.071,-84.786,-21.099,32.039,0.000,-38.291,-14.847,-3.126,22.662,-21.099
'[17:57:21.000 10/08/2055]',-125.421,-86.349,17.582,3.907,0.000,-141.441,-56.654,-12.894,22.271,0.000,-37.509,-28.523,0.000,-134.799,-56.264,-17.192,16.020,0.000,-102.369,-89.084,-29.695,29.304,0.000,-17.582,-9.377,1.172,15.629,-29.695
'[17:57:21.004 10/08/2055]',-130.891,-88.694,11.722,6.642,0.000,-143.785,-57.827,-23.053,25.397,0.000,-39.853,-37.900,0.000,-131.673,-56.654,-21.880,21.880,0.000,-101.197,-84.786,-28.132,26.178,0.000,-11.722,-16.410,3.516,27.741,-28.132
'[17:57:21.008 10/08/2055]',-139.878,-97.289,0.781,12.894,0.000,-153.944,-60.562,-35.165,27.350,0.000,-41.807,-44.933,0.000,-137.143,-55.092,-28.132,25.788,0.000,-107.448,-91.429,-19.927,25.397,0.000,-0.781,-12.894,-1.172,26.569,-19.927
'[17:57:21.012 10/08/2055]',-151.209,-100.024,0.000,11.722,0.000,-163.712,-60.171,-41.026,26.569,0.000,-44.151,-50.794,0.000,-148.474,-53.138,-32.039,22.271,0.000,-117.998,-88.694,-23.443,19.145,0.000,0.000,-12.503,10.549,20.317,-23.443
'[17:57:21.016 10/08/2055]',-156.288,-96.117,-3.516,15.238,0.000,-170.354,-57.436,-48.840,35.946,0.000,-48.059,-55.482,0.000,-165.665,-50.403,-36.728,21.099,0.000,-132.063,-82.442,-36.337,19.536,0.000,3.516,-12.894,5.470,20.708,-36.337
'[17:57:21.020 10/08/2055]',-167.228,-104.322,-7.033,7.033,0.000,-190.281,-60.171,-53.529,33.211,0.000,-50.403,-61.343,0.000,-182.857,-48.449,-42.589,14.457,0.000,-140.659,-80.098,-53.529,14.847,0.000,7.033,-5.079,-2.344,24.225,-53.529
'[17:57:21.023 10/08/2055]',-174.261,-107.839,-16.801,0.000,0.000,-203.175,-61.734,-62.515,28.913,0.000,-51.575,-71.111,0.000,-202.393,-55.482,-48.840,3.516,0.000,-149.646,-100.806,-62.125,8.987,0.000,16.801,1.563,-9.768,13.284,-62.125
'[17:57:21.027 10/08/2055]',-181.294,-112.527,-19.145,-7.033,0.000,-205.128,-66.422,-71.893,23.443,0.000,-57.827,-77.363,0.000,-209.035,-59.780,-50.794,8.987,0.000,-157.070,-99.243,-68.767,14.847,0.000,19.145,2.344,-14.457,21.880,-68.767
'[17:57:21.031 10/08/2055]',-178.559,-111.355,-28.132,-10.159,0.000,-192.625,-76.190,-78.926,18.755,0.000,-61.343,-78.535,0.000,-194.969,-58.217,-48.449,16.410,0.000,-149.646,-69.939,-87.131,21.880,0.000,28.132,-0.391,-19.145,47.277,-87.131
